state,gender,year,name,number
MN,M,2013,Reid,33
NJ,M,2013,Gianni,33
WV,M,2013,Gage,33
CA,M,2013,Cannon,33
FL,M,2013,Jefferson,33
IL,M,2013,Finnegan,33
NY,M,2013,Naftali,33
RI,M,2013,Samuel,33
CA,M,2013,Zechariah,33
CA,M,2013,Jaxton,33
FL,M,2013,Jamar,33
ME,M,2013,Landon,33
MO,M,2013,Spencer,33
OK,M,2013,Braden,33
PA,M,2013,Jamison,33
FL,M,2013,Terrence,33
LA,M,2013,Major,33
LA,M,2013,Landen,33
MA,M,2013,Finnegan,33
NV,M,2013,Victor,33
NY,M,2013,Ahmad,33
CA,M,2013,Mayson,33
IL,M,2013,Andy,33
LA,M,2013,Brycen,33
ND,M,2013,Isaac,33
NE,M,2013,Silas,33
NJ,M,2013,Emanuel,33
TX,M,2013,Benson,33
CO,M,2013,Holden,33
CT,M,2013,Cooper,33
ID,M,2013,Ian,33
IN,M,2013,Alan,33
MI,M,2013,Alan,33
MO,M,2013,Rowan,33
NH,M,2013,Joshua,33
NV,M,2013,Justin,33
TN,M,2013,Cason,33
AZ,F,2013,Juliana,34
CA,F,2013,Davina,34
GA,F,2013,Baylee,34
NJ,F,2013,Talia,34
NY,F,2013,Esmeralda,34
PA,F,2013,Scarlet,34
PA,F,2013,Alanna,34
WI,F,2013,Jordyn,34
AR,F,2013,Claire,34
CO,F,2013,Kinsley,34
MI,F,2013,Gemma,34
MN,F,2013,June,34
PA,F,2013,Cassandra,34
MA,F,2013,Teagan,34
MS,F,2013,Charlotte,34
NE,F,2013,Audrey,34
SC,F,2013,Summer,34
TX,F,2013,Madyson,34
VA,F,2013,Lyla,34
WI,F,2013,Jade,34
AR,F,2013,Gracie,34
CA,F,2013,Aubrielle,34
CA,F,2013,Zuleyka,34
IA,F,2013,Isla,34
NJ,F,2013,Diana,34
NY,F,2013,Lilyana,34
NY,F,2013,Jaylin,34
OH,F,2013,Justice,34
TX,F,2013,Evangelina,34
VA,F,2013,Alivia,34
WI,F,2013,Maria,34
HI,F,2013,Emily,34
NC,F,2013,Tessa,34
OR,F,2013,Mackenzie,34
PA,F,2013,Raelynn,34
TX,F,2013,Katy,34
CA,F,2013,Jeanette,34
FL,F,2013,Celeste,34
MA,F,2013,Lydia,34
MN,F,2013,Maggie,34
NH,F,2013,Mia,34
PA,F,2013,Abby,34
CA,M,2013,Billy,34
GA,M,2013,Khalil,34
IA,M,2013,Sebastian,34
IL,M,2013,Josue,34
KY,M,2013,Patrick,34
PA,M,2013,Rory,34
TX,M,2013,Reagan,34
WV,M,2013,Anthony,34
AL,M,2013,Carlos,34
CA,M,2013,Lucian,34
DC,M,2013,Elijah,34
IA,M,2013,Preston,34
OH,M,2013,Desmond,34
WV,M,2013,Jason,34
IL,M,2013,Andre,34
IN,M,2013,Karson,34
NY,M,2013,Byron,34
AZ,M,2013,Brady,34
CA,M,2013,Dakota,34
IL,M,2013,Desmond,34
LA,M,2013,Bryan,34
MO,M,2013,Amir,34
OR,M,2013,Judah,34
OR,M,2013,Cody,34
RI,M,2013,Elijah,34
CO,M,2013,Richard,34
CT,M,2013,Timothy,34
IL,M,2013,Yusuf,34
KY,M,2013,Kingston,34
MD,M,2013,Dean,34
ME,M,2013,Andrew,34
NV,M,2013,Easton,34
UT,M,2013,Jake,34
VA,M,2013,Troy,34
NC,M,2013,Larry,34
NM,M,2013,Adam,34
NY,M,2013,Brayan,34
OH,M,2013,Devon,34
OR,M,2013,Axel,34
SC,M,2013,Chandler,34
UT,M,2013,Harrison,34
WA,M,2013,Tate,34
CO,F,2013,Jasmine,35
IN,F,2013,Kimberly,35
NC,F,2013,Diana,35
NE,F,2013,Layla,35
NJ,F,2013,Rochel,35
OH,F,2013,Gracelyn,35
TN,F,2013,Georgia,35
WI,F,2013,Brynlee,35
AZ,F,2013,Laila,35
CA,F,2013,Ani,35
CO,F,2013,Leilani,35
GA,F,2013,Brynlee,35
KY,F,2013,Jordyn,35
KY,F,2013,Ariana,35
MD,F,2013,Hazel,35
MI,F,2013,Ashlyn,35
SC,F,2013,Kimberly,35
VA,F,2013,Delilah,35
FL,F,2013,Madilyn,35
MI,F,2013,Cadence,35
NY,F,2013,Aubrie,35
OH,F,2013,Aleah,35
PA,F,2013,Malia,35
WA,F,2013,Adalynn,35
WI,F,2013,Mary,35
CA,F,2013,Soleil,35
CA,F,2013,Maeve,35
KY,F,2013,Ariel,35
MD,F,2013,Brynn,35
MO,F,2013,Ashlynn,35
NV,F,2013,Gianna,35
OR,F,2013,Quinn,35
TX,F,2013,Tabitha,35
AZ,F,2013,Jayla,35
IA,F,2013,Madelyn,35
PA,F,2013,Lilah,35
SD,F,2013,Grace,35
TX,F,2013,Sidney,35
WI,F,2013,Eden,35
AL,F,2013,Laila,35
CO,F,2013,Lilly,35
DE,F,2013,Madison,35
FL,F,2013,Everly,35
NC,F,2013,Lola,35
OR,F,2013,Bella,35
OR,F,2013,Katherine,35
WA,F,2013,Kate,35
CA,M,2013,Eliseo,35
FL,M,2013,Chandler,35
IN,M,2013,Jesus,35
MN,M,2013,Kai,35
NM,M,2013,Brandon,35
OR,M,2013,Bennett,35
TN,M,2013,Jameson,35
VA,M,2013,Ali,35
FL,M,2013,Maximilian,35
GA,M,2013,Princeton,35
HI,M,2013,John,35
LA,M,2013,Zion,35
MA,M,2013,Charlie,35
MO,M,2013,Dakota,35
ND,M,2013,Gabriel,35
OH,M,2013,Jett,35
OR,M,2013,Kyler,35
TX,M,2013,Roland,35
UT,M,2013,Kyson,35
DE,M,2013,Christopher,35
NY,M,2013,Russell,35
PA,M,2013,Nehemiah,35
TN,M,2013,Maximus,35
VA,M,2013,Dominick,35
FL,M,2013,Izaiah,35
IN,M,2013,Spencer,35
OR,M,2013,Abel,35
OR,M,2013,Jase,35
AZ,M,2013,Andre,35
FL,M,2013,Carl,35
IA,M,2013,Asher,35
IL,M,2013,Ruben,35
KS,M,2013,Micah,35
MI,M,2013,Aden,35
MN,M,2013,Eric,35
NC,M,2013,Peter,35
NJ,M,2013,Kaden,35
OH,M,2013,Keith,35
WI,M,2013,Garrett,35
GA,M,2013,Ryker,35
TX,M,2013,Elisha,35
FL,F,2013,Ansley,36
GA,F,2013,Heidi,36
NJ,F,2013,Kelly,36
NY,F,2013,Faiga,36
UT,F,2013,Nicole,36
AR,F,2013,Hailey,36
KY,F,2013,Aliyah,36
KY,F,2013,Faith,36
MA,F,2013,Reagan,36
MN,F,2013,Lucia,36
ND,F,2013,Nora,36
OH,F,2013,Eloise,36
TX,F,2013,Mckayla,36
IN,F,2013,Jade,36
IN,F,2013,Rose,36
ME,F,2013,Lily,36
NC,F,2013,Baylee,36
NY,F,2013,Miracle,36
TX,F,2013,Aubrielle,36
CA,F,2013,Jordynn,36
CO,F,2013,Ayla,36
KS,F,2013,Emery,36
FL,F,2013,Logan,36
IN,F,2013,Cecilia,36
KY,F,2013,Charlee,36
NC,F,2013,Maliyah,36
NY,F,2013,Mallory,36
VA,F,2013,Brooklynn,36
WA,F,2013,Adalyn,36
AZ,F,2013,Hadley,36
LA,F,2013,Ariana,36
NC,F,2013,Daniela,36
NC,F,2013,Ana,36
PA,F,2013,Vera,36
TX,F,2013,Lilianna,36
GA,M,2013,Jimmy,36
MN,M,2013,Maximus,36
TX,M,2013,Ayaan,36
UT,M,2013,Marcus,36
CA,M,2013,Yair,36
KS,M,2013,Damian,36
ME,M,2013,Jaxon,36
PA,M,2013,Amari,36
TX,M,2013,Demarcus,36
VA,M,2013,Iker,36
IN,M,2013,Leonardo,36
MI,M,2013,Messiah,36
ND,M,2013,Levi,36
RI,M,2013,Nathan,36
CO,M,2013,Bennett,36
MS,M,2013,Kenneth,36
NY,M,2013,Romeo,36
TX,M,2013,Aydan,36
MA,M,2013,Oscar,36
OH,M,2013,Dustin,36
VT,M,2013,Carter,36
AL,F,2013,Savannah,64
AL,F,2013,Katelyn,46
AL,F,2013,Genesis,45
AL,F,2013,Makenzie,54
AL,F,2013,Catherine,36
AR,F,2013,Addison,107
AR,F,2013,Natalie,64
AR,F,2013,Aaliyah,45
AZ,F,2013,Kate,43
AZ,F,2013,Reese,41
AZ,F,2013,Jacqueline,42
AZ,F,2013,Eden,37
AZ,F,2013,Valerie,54
CA,F,2013,Daleyza,111
CA,F,2013,Jaelynn,58
CA,F,2013,Amanda,173
CA,F,2013,Laylah,68
CA,F,2013,Gracie,130
CA,F,2013,Lilah,133
CA,F,2013,Miya,37
CA,F,2013,Lydia,156
CA,F,2013,Ariana,744
CA,F,2013,Charlize,65
CA,F,2013,Imani,46
CA,F,2013,Willa,36
CA,F,2013,Natalee,50
CA,F,2013,Skyler,86
CA,F,2013,Cindy,104
CA,F,2013,Janet,44
CA,F,2013,Charlotte,1051
CA,F,2013,Anastasia,126
CA,F,2013,Lucille,80
CA,F,2013,Aurora,281
CA,F,2013,Aylin,176
CA,F,2013,Elaina,63
CA,F,2013,Lacey,63
CA,F,2013,Valentina,581
CO,F,2013,Violet,108
CO,F,2013,Ashley,57
CO,F,2013,Autumn,67
CO,F,2013,Faith,50
CO,F,2013,Josephine,69
FL,F,2013,Jade,172
FL,F,2013,Francesca,52
FL,F,2013,Leilani,116
FL,F,2013,Callie,62
FL,F,2013,Caitlyn,40
FL,F,2013,Ashley,262
GA,F,2013,Jayda,40
GA,F,2013,Ximena,43
GA,F,2013,Jada,97
GA,F,2013,Alexandra,79
GA,F,2013,Kaydence,46
IA,F,2013,Layla,59
IA,F,2013,Aubree,64
ID,F,2013,Ella,43
ID,F,2013,Natalie,39
IL,F,2013,Guadalupe,45
IL,F,2013,Brooke,124
IL,F,2013,Hailey,188
IL,F,2013,Raelynn,40
IL,F,2013,Camila,245
IL,F,2013,Harper,280
IL,F,2013,Melanie,167
IL,F,2013,Faith,99
IN,F,2013,Aliyah,42
IN,F,2013,Isabelle,87
IN,F,2013,Makenna,52
IN,F,2013,Kaylee,94
IN,F,2013,Hope,41
IN,F,2013,Reese,65
IN,F,2013,Kate,38
IN,F,2013,Riley,67
KS,F,2013,Hadley,58
KS,F,2013,Sophie,37
KS,F,2013,Ava,166
KY,F,2013,Mary,68
KY,F,2013,Zoe,60
LA,F,2013,Gracie,48
LA,F,2013,Aubree,125
LA,F,2013,Ellie,61
LA,F,2013,Morgan,49
LA,F,2013,Lucy,70
LA,F,2013,Aubrey,196
MA,F,2013,Emerson,39
MA,F,2013,Mila,80
MA,F,2013,Madeleine,38
MA,F,2013,Rebecca,41
MA,F,2013,Elena,42
MA,F,2013,Melanie,45
MD,F,2013,Alexa,41
MD,F,2013,Grace,138
MD,F,2013,Avery,139
MD,F,2013,Stella,60
MD,F,2013,Mckenzie,69
MD,F,2013,Lily,114
MI,F,2013,Lyric,43
MI,F,2013,Andrea,36
MI,F,2013,Paris,41
MI,F,2013,Hannah,201
MI,F,2013,Jayla,57
MI,F,2013,Arabella,52
MN,F,2013,Cecilia,44
MN,F,2013,Madelyn,82
MN,F,2013,Lily,122
MO,F,2013,Eden,49
MO,F,2013,Sadie,92
MO,F,2013,Mya,59
MO,F,2013,Lexi,40
MS,F,2013,Jordyn,42
NC,F,2013,Alexis,134
NC,F,2013,Charlie,41
NC,F,2013,Arabella,43
NC,F,2013,Angel,66
NC,F,2013,Heidi,40
ND,F,2013,Sophia,56
NE,F,2013,Claire,46
NE,F,2013,Stella,40
NJ,F,2013,Sasha,39
NJ,F,2013,Ashley,171
NJ,F,2013,Melody,40
NJ,F,2013,Batsheva,72
NJ,F,2013,Naomi,94
NJ,F,2013,Eliana,86
NJ,F,2013,Londyn,37
NJ,F,2013,Claire,84
NJ,F,2013,Margaret,38
NJ,F,2013,Amelia,221
NJ,F,2013,Quinn,71
NM,F,2013,Elizabeth,43
NV,F,2013,Aaliyah,57
NV,F,2013,Victoria,71
NY,F,2013,Addison,289
NY,F,2013,Sasha,59
NY,F,2013,Ana,78
NY,F,2013,Mckenzie,106
NY,F,2013,Isabella,1264
NY,F,2013,Elliana,60
NY,F,2013,Jessica,125
NY,F,2013,Brianna,320
NY,F,2013,Keira,111
NY,F,2013,Scarlet,50
NY,F,2013,Ruby,116
NY,F,2013,Chava,47
NY,F,2013,Jasmine,181
NY,F,2013,Gabriela,127
NY,F,2013,Melina,49
NY,F,2013,Riley,286
OH,F,2013,Chelsea,39
OH,F,2013,Liliana,71
OH,F,2013,Lila,58
OH,F,2013,Kennedy,199
OH,F,2013,Bristol,42
OK,F,2013,Ellie,58
OK,F,2013,Avery,166
OK,F,2013,Jasmine,42
OK,F,2013,Hannah,95
OK,F,2013,Sophia,218
OK,F,2013,Brynlee,41
OR,F,2013,Riley,43
OR,F,2013,Chloe,105
PA,F,2013,Zoey,256
PA,F,2013,Taylor,153
PA,F,2013,Tessa,69
PA,F,2013,Lila,94
PA,F,2013,Vivian,104
PA,F,2013,Kylee,72
PA,F,2013,Veronica,50
PA,F,2013,Alexandra,140
PA,F,2013,Avery,351
RI,F,2013,Avery,38
SC,F,2013,Zoey,110
SC,F,2013,Aaliyah,85
TN,F,2013,Cheyenne,36
TN,F,2013,Destiny,60
TN,F,2013,Lyric,43
TN,F,2013,Avery,197
TN,F,2013,Nicole,42
TN,F,2013,Kylie,119
TN,F,2013,Lauren,89
TX,F,2013,Summer,139
TX,F,2013,Jaylee,63
TX,F,2013,Emerie,44
TX,F,2013,Hannah,655
TX,F,2013,Keyla,70
TX,F,2013,Angela,226
TX,F,2013,Dariana,37
TX,F,2013,Kassidy,68
TX,F,2013,Ximena,625
TX,F,2013,Mckinley,70
TX,F,2013,Kinley,164
TX,F,2013,Lainey,43
TX,F,2013,Serena,60
TX,F,2013,Kaitlyn,255
TX,F,2013,Kailey,80
TX,F,2013,Victoria,1067
TX,F,2013,Kinsley,201
TX,F,2013,Barbara,59
TX,F,2013,Aniya,47
TX,F,2013,Kyla,66
TX,F,2013,Noemi,49
UT,F,2013,Brooklyn,154
UT,F,2013,Aaliyah,49
UT,F,2013,Avery,144
UT,F,2013,Oakley,65
UT,F,2013,Piper,64
VA,F,2013,Virginia,60
VA,F,2013,Andrea,50
VA,F,2013,Kaylee,131
VA,F,2013,Josephine,73
WA,F,2013,Isla,66
WA,F,2013,Phoebe,36
WA,F,2013,Melody,46
WI,F,2013,Taylor,80
WI,F,2013,Cecilia,39
WI,F,2013,Makenzie,37
WI,F,2013,Paige,80
WV,F,2013,Paisley,51
AL,F,2013,Kayleigh,37
AL,F,2013,Addison,149
AR,F,2013,Sadie,59
AZ,F,2013,Taylor,75
AZ,F,2013,Rachel,40
AZ,F,2013,Leilani,61
AZ,F,2013,Brianna,83
AZ,F,2013,Leah,91
AZ,F,2013,Anastasia,36
CA,F,2013,Lilliana,138
CA,F,2013,Haley,143
CA,F,2013,Mackenzie,338
CA,F,2013,Vera,77
CA,F,2013,Milena,50
CA,F,2013,Tatum,90
CA,F,2013,Andrea,684
CA,F,2013,Ariah,45
CA,F,2013,Lilyanna,37
CA,F,2013,Penny,44
CA,F,2013,Fernanda,145
CA,F,2013,Arabella,177
CA,F,2013,Sunny,36
CA,F,2013,Maia,77
CA,F,2013,Areli,47
CA,F,2013,Talia,118
CA,F,2013,Jaylin,48
CA,F,2013,Corinne,38
CA,F,2013,Mia,2583
CA,F,2013,Kaelyn,74
CA,F,2013,Justice,52
CA,F,2013,Janessa,79
CA,F,2013,Itzel,218
CA,F,2013,Kaila,36
CA,F,2013,Sandra,72
CO,F,2013,Aria,80
CO,F,2013,Elise,36
CO,F,2013,Evelyn,178
CO,F,2013,Chloe,116
CO,F,2013,Layla,93
CO,F,2013,Ruby,83
CO,F,2013,Paisley,56
CO,F,2013,Ariana,65
CT,F,2013,Kayla,43
CT,F,2013,Isabella,230
DC,F,2013,Sofia,48
DE,F,2013,Sophia,46
FL,F,2013,Mila,267
FL,F,2013,Juliana,155
FL,F,2013,Savannah,305
FL,F,2013,Kaylee,217
FL,F,2013,Grace,295
FL,F,2013,Marley,85
FL,F,2013,Catherine,98
FL,F,2013,Makenzie,97
FL,F,2013,Cheyenne,59
FL,F,2013,Jordan,72
FL,F,2013,Emely,60
FL,F,2013,Willow,92
GA,F,2013,Amari,38
GA,F,2013,Angela,42
GA,F,2013,Joanna,39
GA,F,2013,Ariana,123
GA,F,2013,Kayla,110
GA,F,2013,Summer,70
GA,F,2013,Nevaeh,162
GA,F,2013,Maci,51
GA,F,2013,Zoe,210
GA,F,2013,Daniela,36
GA,F,2013,Maliyah,44
GA,F,2013,Raelyn,42
GA,F,2013,Lydia,90
GA,F,2013,Zoey,242
IA,F,2013,Sofia,52
IA,F,2013,Anna,68
IA,F,2013,Penelope,36
IL,F,2013,Brooklyn,279
IL,F,2013,Kamila,45
IL,F,2013,Paisley,88
IL,F,2013,Emilia,92
IL,F,2013,Eva,147
IL,F,2013,Izabella,81
IL,F,2013,Tessa,81
IL,F,2013,Melody,71
IL,F,2013,Vanessa,98
IL,F,2013,Makenzie,80
IL,F,2013,Delilah,99
IL,F,2013,Gia,56
IL,F,2013,Ximena,92
IL,F,2013,Janiyah,47
IN,F,2013,Rebecca,36
IN,F,2013,Vanessa,37
IN,F,2013,Alaina,69
IN,F,2013,Lucille,41
IN,F,2013,Eliza,44
IN,F,2013,Samantha,107
IN,F,2013,Naomi,77
KS,F,2013,Hannah,81
KY,F,2013,Emily,134
KY,F,2013,Layla,114
KY,F,2013,Willow,47
KY,F,2013,Trinity,67
LA,F,2013,Madison,179
LA,F,2013,Genesis,45
LA,F,2013,Anna,95
MA,F,2013,Olivia,434
MA,F,2013,Julianna,57
MA,F,2013,Gabriella,142
MA,F,2013,Gianna,134
MA,F,2013,Mackenzie,98
MA,F,2013,Anna,165
MA,F,2013,Savannah,98
MD,F,2013,Bailey,41
MD,F,2013,Lyric,43
MD,F,2013,Kylie,62
MD,F,2013,Bella,62
MD,F,2013,Brielle,57
MD,F,2013,Genesis,109
MD,F,2013,Camille,36
MD,F,2013,Sophie,65
ME,F,2013,Charlotte,59
ME,F,2013,Avery,40
MI,F,2013,Jocelyn,50
MI,F,2013,Josie,50
MI,F,2013,Lillian,299
MI,F,2013,Claire,202
MI,F,2013,Brynn,43
MI,F,2013,Hayden,53
MI,F,2013,Madisyn,38
MI,F,2013,Willow,66
MN,F,2013,Liliana,39
MN,F,2013,Elise,61
MN,F,2013,Maya,67
MO,F,2013,Londyn,41
MO,F,2013,Rebecca,36
MO,F,2013,Sophia,345
MO,F,2013,Josie,45
MO,F,2013,Charlee,49
MS,F,2013,Emily,73
MS,F,2013,Kylie,45
MS,F,2013,Serenity,72
NC,F,2013,Willow,81
NC,F,2013,Claire,144
NC,F,2013,Katie,47
NC,F,2013,Violet,92
NC,F,2013,Harmony,82
NC,F,2013,Paris,55
NC,F,2013,Summer,74
NC,F,2013,Lyla,62
NE,F,2013,Emily,74
NH,F,2013,Sophia,82
NH,F,2013,Olivia,84
NJ,F,2013,Olivia,533
NJ,F,2013,London,79
NJ,F,2013,Nevaeh,65
NJ,F,2013,Elena,52
NM,F,2013,Olivia,76
NV,F,2013,Maya,38
NY,F,2013,Arya,82
NY,F,2013,Emma,1252
NY,F,2013,Julianna,162
NY,F,2013,Jennifer,113
NY,F,2013,Alana,127
NY,F,2013,Devorah,64
NY,F,2013,Nina,135
NY,F,2013,Phoebe,85
NY,F,2013,Scarlett,308
NY,F,2013,Lexi,42
NY,F,2013,Aniyah,65
NY,F,2013,Audrey,224
NY,F,2013,Alexandria,71
NY,F,2013,Megan,72
NY,F,2013,Leila,134
NY,F,2013,Elizabeth,478
OH,F,2013,Tessa,64
OH,F,2013,Sara,53
OH,F,2013,Brooke,98
OH,F,2013,Adalyn,99
OH,F,2013,Catherine,43
OH,F,2013,Kenley,38
OH,F,2013,Danielle,42
OH,F,2013,Zoey,309
OH,F,2013,Logan,50
OH,F,2013,Briella,48
OR,F,2013,Ariana,38
OR,F,2013,Vivian,38
OR,F,2013,Annabelle,51
OR,F,2013,Zoey,65
PA,F,2013,Genesis,62
PA,F,2013,Kelsey,39
PA,F,2013,Mackenzie,210
PA,F,2013,Camila,39
PA,F,2013,Danielle,55
PA,F,2013,Sofia,225
PA,F,2013,Claire,190
PA,F,2013,Alina,42
PA,F,2013,Olivia,745
RI,F,2013,Emily,44
SC,F,2013,Madeline,45
SC,F,2013,Elizabeth,141
TN,F,2013,Ariel,39
TN,F,2013,Bailey,66
TN,F,2013,Catherine,56
TN,F,2013,Taylor,108
TN,F,2013,Sofia,80
TX,F,2013,Sabrina,87
TX,F,2013,Dulce,109
TX,F,2013,Aliah,43
TX,F,2013,Phoenix,57
TX,F,2013,Kamila,175
TX,F,2013,Sarai,74
TX,F,2013,Guadalupe,119
TX,F,2013,Jocelynn,68
TX,F,2013,Jasmine,327
TX,F,2013,Krystal,47
TX,F,2013,Stella,256
TX,F,2013,Yamilet,53
TX,F,2013,Joanna,113
TX,F,2013,Ingrid,40
TX,F,2013,Kristen,53
TX,F,2013,Maci,90
TX,F,2013,Sage,40
TX,F,2013,Natalee,47
TX,F,2013,Keira,107
TX,F,2013,Mikayla,110
TX,F,2013,Gabriela,214
TX,F,2013,Alexia,308
TX,F,2013,Sierra,67
TX,F,2013,Ailyn,49
TX,F,2013,Ashlyn,102
TX,F,2013,Regina,165
TX,F,2013,Nancy,57
TX,F,2013,Justice,55
TX,F,2013,Josephine,111
TX,F,2013,Elle,40
UT,F,2013,Morgan,39
VA,F,2013,Kimberly,64
VA,F,2013,Audrey,155
VA,F,2013,Trinity,85
VA,F,2013,Rebecca,56
VA,F,2013,Chloe,249
VA,F,2013,Madison,316
VA,F,2013,Riley,150
WA,F,2013,Arianna,87
WA,F,2013,Mya,61
WA,F,2013,Aurora,69
WA,F,2013,Naomi,89
WA,F,2013,Daisy,43
WA,F,2013,Brooklyn,174
WI,F,2013,Kylie,61
WI,F,2013,Elizabeth,159
WI,F,2013,Khloe,40
WI,F,2013,Savannah,87
WI,F,2013,Brooke,45
WV,F,2013,Serenity,39
AL,F,2013,Alexandria,36
AL,F,2013,Paisley,109
AL,F,2013,Nevaeh,76
AL,F,2013,Annabelle,48
AR,F,2013,Amelia,73
AZ,F,2013,Nora,41
AZ,F,2013,Eva,61
AZ,F,2013,Kendall,42
AZ,F,2013,Rylee,57
AZ,F,2013,Maria,74
AZ,F,2013,Emilia,38
AZ,F,2013,Marley,37
AZ,F,2013,Faith,94
CA,F,2013,Skye,68
CA,F,2013,Gianna,503
CA,F,2013,Khaleesi,38
CA,F,2013,Karina,164
CA,F,2013,Isabel,460
CA,F,2013,Georgia,111
CA,F,2013,Estella,40
CA,F,2013,Emery,156
CA,F,2013,Jayda,62
CA,F,2013,Belinda,83
CA,F,2013,Nadine,37
CA,F,2013,Carla,47
CA,F,2013,Jazzlyn,36
CA,F,2013,Aurelia,51
CA,F,2013,Ember,56
CA,F,2013,Alma,81
CA,F,2013,Leilany,42
CA,F,2013,Sofia,1967
CA,F,2013,Aubrie,62
CA,F,2013,Galilea,96
CA,F,2013,Sylvia,39
CA,F,2013,Madeleine,208
CA,F,2013,Delaney,121
CA,F,2013,Amira,57
CA,F,2013,Harley,74
CA,F,2013,Catherine,247
CA,F,2013,Anabel,55
CA,F,2013,Riley,478
CA,F,2013,Natalia,547
CA,F,2013,Gia,128
CA,F,2013,Keila,55
CA,F,2013,Marlowe,36
CA,F,2013,Lupita,42
CO,F,2013,Hazel,65
CO,F,2013,Bella,53
CO,F,2013,Zoe,131
CO,F,2013,Makayla,44
CO,F,2013,Genesis,59
CO,F,2013,Amaya,37
CT,F,2013,Madelyn,50
CT,F,2013,Genesis,40
DC,F,2013,Emma,37
DE,F,2013,Emily,48
FL,F,2013,Sophie,197
FL,F,2013,Alejandra,58
FL,F,2013,Kennedy,174
FL,F,2013,Amber,53
FL,F,2013,Shelby,50
FL,F,2013,Brittany,46
FL,F,2013,Reagan,160
FL,F,2013,Alessandra,82
FL,F,2013,Samantha,393
FL,F,2013,Rachel,108
FL,F,2013,Angeline,43
FL,F,2013,Brynn,61
FL,F,2013,Amelia,404
FL,F,2013,Sara,139
FL,F,2013,Lana,47
FL,F,2013,Madeline,123
GA,F,2013,Emerson,58
GA,F,2013,Makayla,164
GA,F,2013,Sofia,209
GA,F,2013,Paris,112
GA,F,2013,Isabelle,73
GA,F,2013,Adeline,42
GA,F,2013,Skylar,251
GA,F,2013,Lila,54
HI,F,2013,Emma,54
IA,F,2013,Vivian,38
IA,F,2013,Peyton,64
IL,F,2013,Kenzie,42
IL,F,2013,Lucille,36
IL,F,2013,Andrea,133
IL,F,2013,Heidi,40
IL,F,2013,Aylin,39
IL,F,2013,Juliana,94
IL,F,2013,Reese,101
IL,F,2013,Norah,84
IL,F,2013,Kendra,41
IL,F,2013,Athena,39
IL,F,2013,Jazmin,39
IL,F,2013,Sarah,167
IN,F,2013,Marley,36
IN,F,2013,Molly,84
IN,F,2013,Lola,43
IN,F,2013,Addison,229
KS,F,2013,Clara,46
KS,F,2013,Rylee,41
KY,F,2013,Madison,191
KY,F,2013,Kylee,65
KY,F,2013,Makenna,44
LA,F,2013,Taylor,69
LA,F,2013,Maci,46
LA,F,2013,Ariel,38
MA,F,2013,Sofia,162
MA,F,2013,Ava,336
MA,F,2013,Victoria,168
MA,F,2013,Liliana,55
MA,F,2013,Morgan,50
MA,F,2013,Abigail,306
MD,F,2013,Alyssa,76
MD,F,2013,Camila,44
MD,F,2013,Eleanor,58
ME,F,2013,Olivia,64
ME,F,2013,Sophia,79
MI,F,2013,Alayna,97
MI,F,2013,Autumn,161
MI,F,2013,Taylor,137
MI,F,2013,Melanie,59
MI,F,2013,Ellie,117
MI,F,2013,Adriana,62
MI,F,2013,Charlotte,340
MI,F,2013,Keira,43
MN,F,2013,Aaliyah,73
MN,F,2013,Audrey,133
MN,F,2013,Elizabeth,177
MN,F,2013,Kaylee,62
MO,F,2013,Violet,89
MO,F,2013,Brynlee,56
MO,F,2013,Kaylee,101
MO,F,2013,Ava,353
MO,F,2013,Riley,115
MS,F,2013,Londyn,58
NC,F,2013,Adriana,59
NC,F,2013,Liliana,67
NC,F,2013,Annabelle,102
NC,F,2013,Julianna,51
NC,F,2013,Rylee,82
NE,F,2013,Lucy,39
NH,F,2013,Addison,41
NJ,F,2013,Stella,80
NJ,F,2013,Jenna,38
NJ,F,2013,Julia,188
NJ,F,2013,Scarlett,121
NJ,F,2013,Cecilia,44
NJ,F,2013,Gia,55
NJ,F,2013,Faith,70
NJ,F,2013,Kaylee,133
NJ,F,2013,Ariana,140
NJ,F,2013,Kylie,89
NJ,F,2013,Sophia,607
NJ,F,2013,Daniella,66
NJ,F,2013,Alexis,91
NM,F,2013,Evelyn,39
NV,F,2013,Ashley,36
NY,F,2013,Emerson,59
NY,F,2013,Gia,106
NY,F,2013,Margaret,79
NY,F,2013,Gitty,93
NY,F,2013,Hayley,40
NY,F,2013,Talia,98
NY,F,2013,Valeria,69
NY,F,2013,Siena,36
NY,F,2013,Sloane,37
NY,F,2013,Sophia,1388
NY,F,2013,Valerie,125
NY,F,2013,Gianna,429
NY,F,2013,Genevieve,89
NY,F,2013,Carly,47
NY,F,2013,Mia,998
OH,F,2013,Ashlynn,47
OH,F,2013,Madalyn,41
OH,F,2013,Angel,50
OH,F,2013,Emily,357
OK,F,2013,Emma,277
OR,F,2013,Naomi,47
OR,F,2013,Sophia,216
OR,F,2013,Alexis,57
PA,F,2013,Amaya,49
PA,F,2013,Martha,40
PA,F,2013,Lucia,55
PA,F,2013,Hannah,313
RI,F,2013,Sofia,37
SC,F,2013,Victoria,74
SC,F,2013,Morgan,56
SC,F,2013,Hadley,40
SC,F,2013,Mackenzie,52
SC,F,2013,Eleanor,41
TN,F,2013,Lila,41
TN,F,2013,Lilly,66
TN,F,2013,Gracie,76
